i_id,商品名称,类目,品牌,商品状态,SKU数,主图URL,成本价(最低),成本价(最高),售价,库存总量,规格属性(首个SKU),颜色(从规格提取),重量(kg),长(cm),宽(cm),高(cm),体积,供应商,标签,关联店铺,缺失字段,缺失字段数,完整度评分,Agent可用等级,审核状态,质量警告,最后更新时间
YH46K02B01S26,2号狮子王花洒杯,成品类 - YH46花洒,英禾,未知,1,https://img.pddpic.com/mms-material-img/2025-01-24/d4459f8e-efba-4e98-9673-c1bdbc7f6f92.png.a.jpeg,7.29,7.29,,,组合1；茉莉白,,0.38,20,14,16,,浙江佳诚婴童用品有限公司,台州仓库,,"stock, material, color",3,90,L3,高可用待确认,库存缺失 | 商品状态未知,2025-11-05 10:41:56.427
YH46K02B02S11,2号狮子王花洒杯,成品类 - YH46花洒,英禾,未知,1,https://img.pddpic.com/mms-material-img/2025-01-24/d4459f8e-efba-4e98-9673-c1bdbc7f6f92.png.a.jpeg,14.7,14.7,,0,组合2；琥珀黄,,0.4,20,14,16,,浙江佳诚婴童用品有限公司,电商下架,,"material, color",2,100,L3,高可用待确认,商品状态未知,2025-11-05 10:41:56.427
YH46K02B03S11,2号狮子王花洒杯,成品类 - YH46花洒,英禾,未知,1,https://img.pddpic.com/mms-material-img/2025-01-24/d4459f8e-efba-4e98-9673-c1bdbc7f6f92.png.a.jpeg,22.7,22.7,,0,组合3；琥珀黄,,0.5,20,14,16,,浙江佳诚婴童用品有限公司,电商下架,,"material, color",2,100,L3,高可用待确认,商品状态未知,2025-11-05 10:41:56.427
YH46K02B04S11,2号狮子王花洒杯,成品类 - YH46花洒,英禾,未知,1,https://img.pddpic.com/mms-material-img/2025-01-24/d4459f8e-efba-4e98-9673-c1bdbc7f6f92.png.a.jpeg,31.2,31.2,,0,组合4；琥珀黄,,0.55,20,14,16,,浙江佳诚婴童用品有限公司,电商下架,,"material, color",2,100,L3,高可用待确认,商品状态未知,2025-11-05 10:41:56.427
YH46K03B01S04,3号大嘴鱼花洒杯,成品类 - YH46花洒,英禾,未知,1,https://img.pddpic.com/mms-material-img/2025-01-24/06940992-a51e-4194-9713-f26e6783204a.png.a.jpeg,8.2,8.2,,0,组合1；千禧粉,,0.17,20,14,16,,浙江佳诚婴童用品有限公司,电商下架,,"material, color",2,100,L3,高可用待确认,商品状态未知,2025-11-05 10:41:56.427
YH46K03B01S09,3号大嘴鱼花洒杯,成品类 - YH46花洒,英禾,未知,1,https://img.pddpic.com/mms-material-img/2025-01-24/06940992-a51e-4194-9713-f26e6783204a.png.a.jpeg,8.2,8.2,,0,组合1；琉璃绿,,0.17,20,14,,,浙江佳诚婴童用品有限公司,电商下架,,"material, color",2,100,L3,高可用待确认,商品状态未知,2025-11-05 10:41:56.427
YH46K03B01S13,3号大嘴鱼花洒杯,成品类 - YH46花洒,英禾,未知,1,https://img.pddpic.com/mms-material-img/2025-01-24/06940992-a51e-4194-9713-f26e6783204a.png.a.jpeg,6.84,6.84,,,组合1；暮云灰,,0.18,20,14,16,,浙江佳诚婴童用品有限公司,台州仓库,,"stock, material, color",3,90,L3,高可用待确认,库存缺失 | 商品状态未知,2025-11-05 10:41:56.427
YH46K03B02S04,3号大嘴鱼花洒杯,成品类 - YH46花洒,英禾,未知,1,https://img.pddpic.com/mms-material-img/2025-01-24/06940992-a51e-4194-9713-f26e6783204a.png.a.jpeg,13.1,13.1,,0,组合2；千禧粉,,0.4,20,14,16,,浙江佳诚婴童用品有限公司,电商下架,,"material, color",2,100,L3,高可用待确认,商品状态未知,2025-11-05 10:41:56.427
YH46K03B03S04,3号大嘴鱼花洒杯,成品类 - YH46花洒,英禾,未知,1,https://img.pddpic.com/mms-material-img/2025-01-24/06940992-a51e-4194-9713-f26e6783204a.png.a.jpeg,21.2,21.2,,0,组合3；千禧粉,,0.5,20,14,16,,浙江佳诚婴童用品有限公司,电商下架,,"material, color",2,100,L3,高可用待确认,商品状态未知,2025-11-05 10:41:56.427
YH46K03B04S04,3号大嘴鱼花洒杯,成品类 - YH46花洒,英禾,未知,1,https://img.pddpic.com/mms-material-img/2025-01-24/06940992-a51e-4194-9713-f26e6783204a.png.a.jpeg,29.7,29.7,,0,组合4；千禧粉,,0.55,20,14,16,,浙江佳诚婴童用品有限公司,电商下架,,"material, color",2,100,L3,高可用待确认,商品状态未知,2025-11-05 13:48:30.790
YH47K01,1号护膝,成品类 - YH47护膝,,未知,1,,7.5,7.5,,,组合1，茉莉白,,,,,,,,"台州仓库, 数据丢失",,"main_image, stock, material, weight, color",5,70,L2,部分可用待补全,主图缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-07 11:15:30.123
YH47K02,二号小熊护膝,成品类 - YH47护膝,浙江英禾,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260429/DF15E5D9BA4240C381ECD64147A67621.png?name=2a294685-e6e9-46c0-b84d-4e2046d98fff,,,,0,组合2;丁香棕,丁香棕,,,,,,诸暨市忻昊针织有限公司,电商仓库,,"price, material, weight",3,85,L3,高可用待确认,价格缺失 | 商品状态未知,2026-04-29 14:30:44.267
YH48K01,2号吉他发光耳勺,成品类 - YH48耳勺,英禾,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250219/BC107AB61D1B4FBC84A5673094D32496.png?name=6e366036-8b27-4c1c-ab37-018a23ec8b7e,4.7,4.7,,,组合1;丁香棕,丁香棕,0.03,,,,,广东百盈工贸有限公司,台州仓库,,"stock, material",2,90,L3,高可用待确认,库存缺失 | 商品状态未知,2025-11-05 10:41:56.427
YH48K05,1号萌龙发光耳勺,成品类 - YH48耳勺,英禾,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250323/110D11ECF3904ACEB6243FAFD1AB30F3.png?name=223d2fb8-07c3-4343-8b84-fc0c81d93ae4,7.13,7.13,,,组合1；丁香棕,,0.12,20,14,16,,浙江佳诚婴童用品有限公司,台州仓库,,"stock, material, color",3,90,L3,高可用待确认,库存缺失 | 商品状态未知,2025-11-15 13:32:48.770
YH49K01,1号快乐鲸鱼水龙头延长器,成品类 - YH49水龙头延长器类,英禾,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250330/368730C061BF43B3A3AA3EF4AA5A3489.png?name=3b94fc75-9f71-4514-aa0b-2f67c4b77005,7.9,7.9,,,组合1;暮云灰,暮云灰,0.15,20,14,16,,浙江佳诚婴童用品有限公司,"台州仓库, 小件产品",,"stock, material",2,95,L3,高可用待确认,库存缺失 | 商品状态未知,2026-02-04 18:13:57.923
YH49K02,2号萌萌鲨水龙头延长器,成品类 - YH49水龙头延长器类,英禾,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250330/1C14BA7265D64CFF9D97B9ACED07CF85.png?name=4cc263fa-6f8c-418b-8174-4848b07b4ce3,9.41,9.41,,,组合1；丁香棕,,0.25,20,14,16,,浙江佳诚婴童用品有限公司,"台州仓库, 小件产品",,"stock, material, color",3,90,L3,高可用待确认,库存缺失 | 商品状态未知,2026-02-04 18:13:57.923
YH50K01,1号棒棒糖牙胶,成品类 - YH50牙胶类,英禾,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250330/EEE632F93F6C4966803DF3224E597AB5.png?name=6f0a91ea-2156-4d19-8f7a-b8f095ee3591,9.1,9.1,,0,组合1;琥珀黄,琥珀黄,0.07,,,,,金华市小胖熊婴童用品有限公司,"台州仓库, 电商下架",,material,1,100,L3,高可用待确认,商品状态未知,2025-11-05 10:41:56.427
YH50K02,3号鲨鱼宝宝牙胶,成品类 - YH50牙胶类,,未知,2,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250418/EEA93A922CD5445AB92D1316FE6F6575.png?name=34b24005-cdca-46fb-9d6d-706d075f732a,9.3,9.3,,0,组合1;丹霞橙,"丹霞橙, 茶褐棕","0.1, 0.1","20, 20","14, 14","16, 16",,昆山永富硕电子有限公司,"台州仓库, 小件产品",,material,1,100,L3,高可用待确认,商品状态未知,2026-02-04 18:14:33.373
YH50K03,2号星球牙胶,成品类 - YH50牙胶类,英禾,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250508/A0D0CCB40DA44C5888DA0FAC1BE4C59F.png?name=f106a714-ab1f-4bc0-bc9c-4e23b269791b,10.2,10.2,,0,组合1；茉莉白,,0.12,,,,,浙江金豪婴童用品有限公司,"台州仓库, 小件产品",,"material, color",2,95,L3,高可用待确认,商品状态未知,2026-02-04 18:14:33.373
YH50K04,4号彩虹球牙胶,成品类 - YH50牙胶类,英禾,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250511/84720A58E3484EE8B63FE77CE603519E.png?name=43c51bc8-0fff-4bdc-9a73-cb30d3250d85,13.75,13.75,,0,组合1;雀羽蓝,雀羽蓝,0.22,20,14,16,,东莞市百亚硅胶制品有限公司,"台州仓库, 小件产品",,material,1,100,L3,高可用待确认,商品状态未知,2026-03-28 11:20:55.160
YH50K05,六号摇铃牙胶,成品类 - YH50牙胶类,英禾,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250828/F82BBC8284CB40FBA74CE0E8EDEAEED3.png?name=d6de4ede-38aa-44a3-b932-25af83828912,8.32,8.32,,0,组合1;茉莉白,茉莉白,0.07,,,,,广州智哺实业有限公司,"台州仓库, 小件产品",,material,1,100,L3,高可用待确认,商品状态未知,2026-02-04 18:14:33.373
YH50K06,七号手掌牙胶,成品类 - YH50牙胶类,英禾,未知,2,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20251204/DCCD019739024DE18554B784BD76EF81.png?name=组合1-手掌牙胶- 雀羽蓝.png,,,,0,组合1;雀羽蓝,"丁香棕, 雀羽蓝","0.09, 0.09","20, 20","14, 14","16, 16",,佛山大朵硅胶科技有限公司,"台州仓库, 小件产品",,"price, material",2,95,L3,高可用待确认,价格缺失 | 商品状态未知,2026-02-04 18:14:33.373
YH51K01,1号萌爪棉签,成品类 - YH51棉签类,英禾,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250511/9759DF329EE84EB08315ABC710C410F1.png?name=8ecebdda-6441-44c0-b1bd-fcf77285fc9e,2.45,2.45,,,组合1;丹霞橙,丹霞橙,0.11,,,,,莆田市维达轻工制品有限公司,"台州仓库, 小件产品",,"stock, material",2,90,L3,高可用待确认,库存缺失 | 商品状态未知,2026-02-04 18:15:09.763
YH51K02,2号棉宝宝棉签,成品类 - YH51棉签类,英禾,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250511/1F8B87B101EB43DDA8EC4F5E949B20D1.png?name=edde82e5-fbf2-4881-82d6-d5d7a73dcc35,5.9,5.9,,,组合1;丹霞橙,丹霞橙,0.33,,,,,莆田市维达轻工制品有限公司,台州仓库,,"stock, material",2,90,L3,高可用待确认,库存缺失 | 商品状态未知,2026-02-04 18:15:09.763
YH52K01,1号小禾苗电动磨甲器,成品类 - YH52电动磨甲器类,英禾,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250508/8398110082C84D69828EB168E908B3D5.png?name=9c242281-1135-45f9-9e18-70127219b6e8,22.25,22.25,,,组合1;茉莉白,茉莉白,0.37,5,3.5,12,,浙江佳诚婴童用品有限公司,"台州仓库, 小件产品",,"stock, material",2,95,L3,高可用待确认,库存缺失 | 商品状态未知,2026-02-04 18:15:46.340
YH53K01,1号雅典娜水杯,成品类 - YH53水杯类,英禾,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250511/4A5974BD94204C7EA2A08420A8F5F606.png?name=a8c7e910-bd50-4ad8-8a6d-cfc37dc348e1,22.82,22.82,,,组合1;檀木褐,檀木褐,0.32,20,14,16,,浙江宝惠婴儿用品有限公司,"台州仓库, 小件产品",,"stock, material",2,95,L3,高可用待确认,库存缺失 | 商品状态未知,2026-02-04 18:16:22.767
YH53K02,2号阿波罗水杯,成品类 - YH53水杯类,英禾,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250511/581112F5B983452E83277D29A915599D.png?name=6dc5ffb5-fe97-491d-ace6-596b74557732,16.38,16.38,,,组合1;檀木褐,檀木褐,0.35,20,14,16,,广州菲比婴儿用品有限公司,"台州仓库, 小件产品",,"stock, material",2,95,L3,高可用待确认,库存缺失 | 商品状态未知,2026-03-28 11:21:22.757
YH53K03,3号雅典娜水杯,成品类 - YH53水杯类,英禾,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250511/02C0138B71494ADABBA788D93A0375B6.png?name=904d15af-6797-43d5-ac52-e27c54532f63,23.81,23.81,,242,组合1;檀木褐,檀木褐,0.35,20,14,16,,浙江宝惠婴儿用品有限公司,台州仓库,,material,1,100,L3,高可用待确认,商品状态未知,2026-02-04 18:16:22.767
YH53K04,二号阿波罗嘬水杯,成品类 - YH53水杯类,,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250725/48BC3A8F7F2B4ACFA4011F9DD1912103.png?name=75d7b732-3261-4a9e-b237-ebba2c05b400,16.78,16.78,,,组合1;茉莉白,茉莉白,0.32,20,14,16,,广州菲比婴儿用品有限公司,"台州仓库, 小件产品",,"stock, material",2,95,L3,高可用待确认,库存缺失 | 商品状态未知,2025-11-05 10:41:56.427
YH54K01,一号仙人掌角柜,成品类 - YH54角柜类,英禾,未知,5,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250831/E355050E00F24406A339A40E59B593C1.png?name=547c8737-4ab0-4080-96ef-cee9a85e0120,116.8,139,,99,组合1;茉莉白,"茉莉白, 青山绿","7.41, 8.2, 8.2, 8.56, 8.56","119, 118, 118, 118, 118","15.5, 24.5, 24.5, 24.5, 24.5","40.5, 40, 40, 40, 40",,,"大件产品, 桥下仓库",,material,1,100,L3,高可用待确认,商品状态未知,2025-11-07 11:15:30.123
YH54K01B01S34,一号仙人掌角柜,成品类 - YH54角柜类,英禾,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250831/23E116CAB21D4A2387B341478EE73388.png?name=7b810941-3fbd-4df8-88ba-4b16383d7286,121.4,121.4,,32,组合1;青山绿,青山绿,7.41,119,15.5,40.5,,,"大件产品, 桥下仓库",,material,1,100,L3,高可用待确认,商品状态未知,2025-11-07 11:15:30.123
YH54K02,一号圣诞树角柜,成品类 - YH54角柜类,英禾,未知,6,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250819/1ADE616A47EB467591DEB1C19217517E.png?name=fbbde4de-686d-429e-ba79-9a9f12a79ff5,127.8,154.5,,107,组合1;青山绿,"茉莉白, 青山绿","7.85, 7.85, 9.1, 9.1, 9.47, 9.47","120, 120, 119, 119, 119, 119","15.5, 15.5, 23, 23, 23, 23","48.5, 48.5, 48, 48, 48, 48",,,"大件产品, 桥下仓库",,material,1,100,L3,高可用待确认,商品状态未知,2025-11-07 11:15:30.123
YH55K01,1号松果辅食碗,成品类 - YH55辅食碗类,,未知,2,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250606/F0688734D0304C8F9045EC09122D5120.png?name=37be6ab2-febd-4f86-81cf-a23522891805,10.75,32.95,,,组合1;檀木褐,"暮云灰, 檀木褐",0.55,25,17,18,,宁波家有萌宝婴童用品有限公司,"台州仓库, 小件产品, 未上架",,"stock, material",2,95,L3,高可用待确认,"库存缺失 | SKU命名不一致(2种): 一号松果辅食碗（不锈钢碗）, 一号松果辅食碗 | 商品状态未知",2026-02-04 18:16:48.100
YH56K01,一号游泳池,成品类 - YH56游泳池类,,未知,2,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250724/F7E884DF6B7249CEA32AD178EA58A6F6.jpeg?name=0a43bac5-5e79-44e2-a2c8-042f1886885c,,,,0,组合1;琉璃绿,"千禧粉, 琉璃绿",,,,,,,"小件产品, 数据丢失, 桥下仓库",,"price, material, weight",3,85,L3,高可用待确认,价格缺失 | 商品状态未知,2026-02-04 18:17:30.867
YH57K01,1号羽毛球拍,成品类 - YH57羽毛球拍类,,未知,5,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250606/6FC2C5FB0CBB4CD99EA5CD4E539BA4CF.png?name=bf99bc3a-2f96-45be-b951-0ca539459055,8.8,8.8,,0,组合1;千禧粉,"千禧粉, 星海蓝, 茉莉白, 轩雅紫","0.15, 0.15, 0.15, 0.15, 0.15",,,,,汕头市澄海区勋铭玩具厂,"小件产品, 桥下仓库",,material,1,100,L3,高可用待确认,商品状态未知,2025-11-20 14:42:13.380
YH57K02,二号羽毛球拍,成品类 - YH57羽毛球拍类,英禾,未知,3,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260108/5E544822DF4E4BBA91EF49A3AEF7C899.png?name=e1886105-bb87-42b2-a49f-ed9ba1447dfc,10.8,10.8,,,组合1;茉莉白,"千禾绿, 茉莉白",,,,,,汕头市澄海区安喆玩具厂,"小件产品, 桥下仓库",,"stock, material, weight",3,85,L3,高可用待确认,库存缺失 | 商品状态未知,2026-01-08 13:44:41.923
YH58K01,二号嘬口水杯配件,成品类 - YH58水杯配件类,,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250724/69E1022BE31347689E35688B4989B784.png?name=6438a76e-cf7a-4532-91b4-bcca111dc0cc,7.3,7.3,,0,组合1;茉莉白,茉莉白,0.25,,,,,广州菲比婴儿用品有限公司,"台州仓库, 小件产品",,material,1,100,L3,高可用待确认,商品状态未知,2025-11-05 10:41:56.427
YH58K02,一号鸭嘴水杯配件,成品类 - YH58水杯配件类,,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250820/A8046DF00C2949D384C8D1C2AE194946.png?name=1c4e6197-2d43-4818-9a2b-55cc1c9c09b8,7.9,7.9,,0,组合1;檀木褐,檀木褐,0.06,,,,,浙江宝惠婴儿用品有限公司,"台州仓库, 小件产品",,material,1,100,L3,高可用待确认,商品状态未知,2025-11-07 11:15:30.123
YH59K01,1号防掉落波浪牙刷,成品类 - YH59牙刷类,,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250627/C39A20C4315E494D80D35799393D68E4.png?name=dfc44e17-dc23-426f-9197-31ecd87e10ef,2.1,2.1,,0,组合1;丹霞橙,丹霞橙,0.21,14,8,10,,扬州市金日晨刷业有限公司,"台州仓库, 小件产品",,material,1,100,L3,高可用待确认,商品状态未知,2026-02-04 18:18:00.047
YH59K02,2号防干呕花朵牙刷,成品类 - YH59牙刷类,,未知,3,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250627/34364CA5C2B64150BD8C018D3A8BC5CF.png?name=a6421252-bf63-46e3-961a-f12e701b1aa4,4.2,4.2,,,组合1;琥珀黄,"千禾绿, 琥珀黄, 秋杏棕","0.22, 0.22, 0.22","14, 14, 14","8, 8, 8","10, 10, 10",,扬州市金日晨刷业有限公司,"台州仓库, 小件产品",,"stock, material",2,95,L3,高可用待确认,库存缺失 | 商品状态未知,2026-03-28 11:12:43.310
YH60K01,一号简约长锁,成品类 - YH60长锁类,英禾,未知,2,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20251119/80CBE46D0C8342FD8C828E13D60F6CF1.png?name=a181b02e-273c-4ebe-b313-ede839c334d4,0.6,0.6,,0,组合4;千禧粉,"千禧粉, 暮云灰",,,,,,浙江佳诚婴童用品有限公司,台州仓库,,"material, weight",2,95,L3,高可用待确认,商品状态未知,2026-02-04 18:20:51.293
YH60K02,二号海狮长锁,成品类 - YH60长锁类,英禾,未知,2,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20251119/557D9FDBB27446E2A4ECA29ACA5D8F44.png?name=444bf50c-359f-4894-afc5-7939f026f821,1.8,1.8,,0,组合4;千禧粉,"千禧粉, 暮云灰",,,,,,浙江佳诚婴童用品有限公司,台州仓库,,"material, weight",2,95,L3,高可用待确认,商品状态未知,2026-03-11 14:07:24.573
YH60K03,三号链条长锁,成品类 - YH60长锁类,英禾,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260104/C5F335A315F54B3A84C40FC66D4C7DAA.jpg?name=1.jpg,7,7,,,组合1;暮云灰,暮云灰,,,,,,浙江佳诚婴童用品有限公司,"台州仓库, 小件产品",,"stock, material, weight",3,85,L3,高可用待确认,库存缺失 | 商品状态未知,2026-02-04 18:20:51.293
YH61K01,一号对开锁,成品类 - YH61对开锁类,英禾,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20251119/D5850ADD26EE45CEB7AE1B5993EF30FB.png?name=7a29f0a4-96f2-4cf0-b5a6-edcb3040c122,0.6,0.6,,90,组合8;茉莉白,茉莉白,,,,,,浙江佳诚婴童用品有限公司,"台州仓库, 未上架",,"material, weight",2,95,L3,高可用待确认,商品状态未知,2026-02-04 18:20:51.293
YH62K01,一号门挡锁,成品类 - YH62门挡锁类,,未知,1,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250729/19C6F75BD4A24145BAA84D3050704B11.png?name=a10ae24f-c80a-48a8-bb12-e8956b2547cf,6.7,6.7,,0,组合1;暮云灰,暮云灰,0.07,,,,,浙江佳诚婴童用品有限公司,"台州仓库, 小件产品",,material,1,100,L3,高可用待确认,商品状态未知,2026-02-04 18:20:51.293
YH63K01,一号恐龙防夹手门挡,成品类 - YH63门挡类,,未知,2,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250729/74B6A7B9E446402DBD7304ECD426E549.png?name=aa8139ad-4d5f-4bf8-ae52-36f13b0ad2ee,3.7,3.7,,0,组合1;茉莉白,"暮云灰, 茉莉白","0.05, 0.05",,,,,浙江佳诚婴童用品有限公司,"台州仓库, 小件产品",,material,1,100,L3,高可用待确认,商品状态未知,2026-02-04 18:20:51.293
YH64K01,一号小熊床护栏,成品类 - YH64床护栏类,,未知,7,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250919/A659E2DB550B4AD48AF835DE97A19A91.png?name=8200ddb1-47b7-467e-86d3-d2935e2c2f43,53.2,139.4,,,组合3;茉莉白,茉莉白,"4.5, 6.24, 8.45, 6.34, 3.21, 3.39, 4.32","99, 81, 99, 99, 43, 81, 43","7.5, 11, 11, 11, 7.5, 7.5, 7.5","43.5, 43.5, 43.5, 43.5, 81.5, 43.5, 99.5",,,"大件产品, 桥下仓库",,"stock, material",2,95,L3,高可用待确认,库存缺失 | 商品状态未知,2026-05-06 11:24:58.647
YH65K01,一号泡泡机,成品类 - YH65泡泡机类,,未知,2,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260408/721163D34E494D9695450B0051918866.png?name=049bcdba-a2c0-4aaa-85a3-31d8e490fd45,14.83,14.83,,0,组合1;丹霞橙,"丹霞橙, 轩雅紫","0.34, 0.34","20, 20","14, 14","16, 16",,汕头市澄海区晨隆玩具厂,"小件产品, 电商仓库",,material,1,100,L3,高可用待确认,商品状态未知,2026-04-08 13:34:58.410
YH66K01,一号跳跳杆,成品类 - YH66跳跳杆类,,未知,3,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20250723/A7A951687B6F4735BF9F98E463E1CE40.png?name=d9ca9943-0495-4fae-97c5-2efd501fadd4,5.2,5.2,,4,组合1;雀羽蓝,"千禧粉, 千禾绿, 雀羽蓝","0.17, 0.17, 0.17",,,,,永康市易辉玩具厂,"小件产品, 桥下仓库",,material,1,100,L3,高可用待确认,商品状态未知,2025-11-07 11:15:30.123
